ID,fmc,lai,landcover,n,soil,443,490,560,665,705,740,783,842,865,945,1375,1610,2190
2357,119.1489362,1.6419611,forest,2,2_newsoil.txt,0.029746,0.036266,0.056634,0.06213,0.088365,0.16141,0.19461,0.20878,0.21516,0.22941,0.17645,0.19728,0.1379
2358,119.1489362,1.6419611,forest,2,2_newsoil.txt,0.025513,0.030273,0.048594,0.047598,0.073828,0.16953,0.21164,0.22468,0.23085,0.24363,0.16754,0.17063,0.10552
2359,119.1489362,1.6419611,forest,2,2_newsoil.txt,0.022113,0.02533,0.042113,0.035051,0.061768,0.18007,0.23101,0.24311,0.24913,0.26063,0.16207,0.14871,0.077414
2360,119.1489362,1.6419611,forest,2,2_newsoil.txt,0.020246,0.02232,0.038499,0.026158,0.054266,0.19507,0.25471,0.2662,0.2722,0.28275,0.16296,0.13546,0.057146
2361,119.1489362,1.42669978,forest,2,2_newsoil.txt,0.030292,0.037016,0.057701,0.063841,0.090281,0.16059,0.192,0.20633,0.21272,0.22721,0.1783,0.2015,0.14195
2362,119.1489362,1.42669978,forest,2,2_newsoil.txt,0.026262,0.03131,0.050061,0.049996,0.076484,0.16805,0.20746,0.22072,0.2269,0.24002,0.16996,0.1765,0.11123
2363,119.1489362,1.42669978,forest,2,2_newsoil.txt,0.022999,0.02657,0.043852,0.037978,0.064958,0.17769,0.22503,0.23738,0.2434,0.2553,0.16473,0.15577,0.084409
2364,119.1489362,1.42669978,forest,2,2_newsoil.txt,0.021146,0.023608,0.040277,0.029322,0.057611,0.19134,0.24647,0.25821,0.26418,0.27516,0.16523,0.1429,0.064777
2365,119.1489362,1.23237228,forest,2,2_newsoil.txt,0.030902,0.037858,0.058889,0.065772,0.09241,0.15971,0.18936,0.20386,0.21027,0.22502,0.18023,0.20604,0.14648
2366,119.1489362,1.23237228,forest,2,2_newsoil.txt,0.027106,0.032482,0.051706,0.052721,0.079456,0.16648,0.20325,0.21675,0.22296,0.23643,0.17251,0.18285,0.11764
2367,119.1489362,1.23237228,forest,2,2_newsoil.txt,0.024008,0.027986,0.045824,0.041334,0.068563,0.1752,0.21901,0.23166,0.2377,0.25004,0.16757,0.16348,0.092335
2368,119.1489362,1.23237228,forest,2,2_newsoil.txt,0.022195,0.025109,0.042336,0.033009,0.061462,0.1875,0.23821,0.25025,0.25623,0.2677,0.16774,0.15116,0.07355
2369,123.943662,1.88321708,forest,2,1_newsoil.txt,0.043849,0.054826,0.086906,0.097134,0.13584,0.20005,0.22545,0.24549,0.25432,0.27483,0.22523,0.27133,0.20739
2370,123.943662,1.88321708,forest,2,1_newsoil.txt,0.037629,0.046701,0.076843,0.078534,0.11738,0.19425,0.22161,0.23985,0.2482,0.26659,0.19592,0.22354,0.16207
2371,123.943662,1.88321708,forest,2,1_newsoil.txt,0.03141,0.038576,0.066779,0.059934,0.098922,0.18846,0.21778,0.23421,0.24209,0.25835,0.16661,0.17576,0.11674
2372,123.943662,1.88321708,forest,2,1_newsoil.txt,0.025191,0.030452,0.056715,0.041334,0.080463,0.18267,0.21395,0.22856,0.23597,0.25011,0.1373,0.12798,0.071414
2373,123.943662,1.6419611,forest,2,1_newsoil.txt,0.044557,0.055756,0.088111,0.099262,0.13812,0.201,0.22613,0.24651,0.25543,0.27635,0.22925,0.27747,0.21262
2374,123.943662,1.6419611,forest,2,1_newsoil.txt,0.038692,0.048097,0.07865,0.081726,0.1208,0.19568,0.22264,0.24138,0.24988,0.26888,0.20195,0.23276,0.16991
2375,123.943662,1.6419611,forest,2,1_newsoil.txt,0.032827,0.040437,0.06919,0.06419,0.10348,0.19036,0.21915,0.23625,0.24432,0.2614,0.17466,0.18805,0.12719
2376,123.943662,1.6419611,forest,2,1_newsoil.txt,0.026962,0.032778,0.059728,0.046655,0.086163,0.18505,0.21566,0.23111,0.23876,0.25392,0.14736,0.14334,0.084481
2377,123.943662,1.42669978,forest,2,1_newsoil.txt,0.045327,0.056766,0.089411,0.10157,0.14057,0.20197,0.22683,0.24755,0.25656,0.27789,0.2335,0.28403,0.21829
2378,123.943662,1.42669978,forest,2,1_newsoil.txt,0.039847,0.049611,0.0806,0.085191,0.12447,0.19715,0.22369,0.24293,0.25157,0.27118,0.20833,0.24261,0.17841
2379,123.943662,1.42669978,forest,2,1_newsoil.txt,0.034366,0.042456,0.071788,0.068811,0.10837,0.19232,0.22055,0.23832,0.24658,0.26447,0.18315,0.20118,0.13853
2380,123.943662,1.42669978,forest,2,1_newsoil.txt,0.028886,0.035302,0.062977,0.05243,0.092279,0.18749,0.21741,0.2337,0.24159,0.25777,0.15798,0.15975,0.098653
2381,123.943662,1.23237228,forest,2,1_newsoil.txt,0.046156,0.057852,0.090799,0.10406,0.14317,0.20297,0.22754,0.24859,0.2577,0.27942,0.23794,0.29098,0.22438
2382,123.943662,1.23237228,forest,2,1_newsoil.txt,0.041089,0.051241,0.082681,0.08892,0.12837,0.19864,0.22475,0.24449,0.25327,0.27348,0.21499,0.25302,0.18755
2383,123.943662,1.23237228,forest,2,1_newsoil.txt,0.036023,0.044629,0.074564,0.073783,0.11358,0.1943,0.22197,0.2404,0.24884,0.26754,0.19204,0.21506,0.15072
2384,123.943662,1.23237228,forest,2,1_newsoil.txt,0.030957,0.038017,0.066447,0.058645,0.098784,0.18997,0.21918,0.2363,0.24442,0.2616,0.16909,0.1771,0.11389
2385,123.943662,1.88321708,forest,2,2_newsoil.txt,0.032771,0.040827,0.065698,0.070675,0.10143,0.1558,0.17588,0.19055,0.1971,0.21192,0.16764,0.19772,0.14862
2386,123.943662,1.88321708,forest,2,2_newsoil.txt,0.029174,0.036009,0.06055,0.058325,0.090812,0.15858,0.18107,0.19467,0.20102,0.21447,0.15069,0.16633,0.11712
2387,123.943662,1.88321708,forest,2,2_newsoil.txt,0.025577,0.031191,0.055402,0.045974,0.080197,0.16135,0.18626,0.19879,0.20495,0.21701,0.13374,0.13494,0.085621
2388,123.943662,1.88321708,forest,2,2_newsoil.txt,0.02198,0.026372,0.050254,0.033623,0.069582,0.16413,0.19144,0.2029,0.20887,0.21956,0.11679,0.10355,0.054123
2389,123.943662,1.6419611,forest,2,2_newsoil.txt,0.03318,0.041379,0.066316,0.072087,0.10274,0.1554,0.17504,0.18987,0.19645,0.21149,0.16994,0.20172,0.15224
2390,123.943662,1.6419611,forest,2,2_newsoil.txt,0.029789,0.036837,0.061478,0.060443,0.092776,0.15797,0.17981,0.19365,0.20004,0.21383,0.15415,0.17233,0.12256
2391,123.943662,1.6419611,forest,2,2_newsoil.txt,0.026397,0.032294,0.056638,0.048798,0.082815,0.16054,0.18458,0.19743,0.20364,0.21616,0.13835,0.14294,0.092873
2392,123.943662,1.6419611,forest,2,2_newsoil.txt,0.023005,0.027752,0.0518,0.037154,0.072854,0.16312,0.18934,0.20121,0.20724,0.21849,0.12256,0.11355,0.063188
2393,123.943662,1.42669978,forest,2,2_newsoil.txt,0.033626,0.041978,0.066982,0.07362,0.10414,0.15499,0.1742,0.1892,0.1958,0.21108,0.17238,0.20599,0.15618
2394,123.943662,1.42669978,forest,2,2_newsoil.txt,0.030457,0.037735,0.062477,0.062742,0.094882,0.15736,0.17855,0.19265,0.19908,0.21321,0.1578,0.17874,0.12846
2395,123.943662,1.42669978,forest,2,2_newsoil.txt,0.027287,0.033492,0.057971,0.051864,0.085623,0.15972,0.1829,0.19609,0.20235,0.21534,0.14322,0.15149,0.10074
2396,123.943662,1.42669978,forest,2,2_newsoil.txt,0.024118,0.029249,0.053465,0.040986,0.076364,0.16209,0.18724,0.19954,0.20563,0.21747,0.12865,0.12424,0.07302
2397,123.943662,1.23237228,forest,2,2_newsoil.txt,0.034105,0.042622,0.067694,0.07527,0.10563,0.15457,0.17336,0.18854,0.19516,0.21068,0.17493,0.21052,0.1604
2398,123.943662,1.23237228,forest,2,2_newsoil.txt,0.031175,0.038701,0.063544,0.065217,0.097122,0.15673,0.17729,0.19165,0.19812,0.21261,0.16162,0.18553,0.1348
2399,123.943662,1.23237228,forest,2,2_newsoil.txt,0.028246,0.03478,0.059394,0.055164,0.08861,0.15888,0.18122,0.19476,0.20108,0.21453,0.14832,0.16054,0.1092
2400,123.943662,1.23237228,forest,2,2_newsoil.txt,0.025316,0.03086,0.055244,0.045111,0.080098,0.16104,0.18514,0.19787,0.20404,0.21646,0.13502,0.13555,0.083593
2401,125,1.88321708,forest,2,1_newsoil.txt,0.043942,0.055017,0.087418,0.097336,0.13638,0.19934,0.22398,0.24397,0.25277,0.27321,0.22391,0.27022,0.2071
2402,125,1.88321708,forest,2,1_newsoil.txt,0.03777,0.046988,0.07761,0.078838,0.1182,0.19319,0.21941,0.23756,0.24588,0.26416,0.19394,0.22189,0.16163
2403,125,1.88321708,forest,2,1_newsoil.txt,0.031597,0.038959,0.067803,0.06034,0.10001,0.18705,0.21484,0.23115,0.23899,0.25511,0.16397,0.17355,0.11616
2404,125,1.88321708,forest,2,1_newsoil.txt,0.025425,0.03093,0.057995,0.041842,0.081824,0.1809,0.21028,0.22475,0.2321,0.24607,0.134,0.12522,0.070688
2405,125,1.6419611,forest,2,1_newsoil.txt,0.044646,0.055937,0.088594,0.099454,0.13863,0.20034,0.22478,0.24511,0.25401,0.27486,0.22797,0.27638,0.21233
2406,125,1.6419611,forest,2,1_newsoil.txt,0.038825,0.048368,0.079375,0.082014,0.12157,0.1947,0.22062,0.23928,0.24774,0.26664,0.20003,0.23112,0.16948
2407,125,1.6419611,forest,2,1_newsoil.txt,0.033004,0.040798,0.070156,0.064575,0.10451,0.18905,0.21646,0.23344,0.24147,0.25842,0.1721,0.18586,0.12662
2408,125,1.6419611,forest,2,1_newsoil.txt,0.027183,0.033229,0.060936,0.047136,0.087448,0.18341,0.21229,0.22761,0.2352,0.2502,0.14416,0.1406,0.083762
2409,125,1.42669978,forest,2,1_newsoil.txt,0.04541,0.056935,0.089862,0.10175,0.14105,0.20137,0.22561,0.24627,0.25527,0.27653,0.23227,0.28296,0.21801
2410,125,1.42669978,forest,2,1_newsoil.txt,0.039971,0.049865,0.081277,0.085463,0.12519,0.19624,0.22185,0.24102,0.24963,0.26915,0.20648,0.24099,0.17799
2411,125,1.42669978,forest,2,1_newsoil.txt,0.034532,0.042795,0.072691,0.069172,0.10934,0.19111,0.2181,0.23576,0.24399,0.26176,0.18069,0.19902,0.13797
2412,125,1.42669978,forest,2,1_newsoil.txt,0.029093,0.035725,0.064106,0.052882,0.09348,0.18598,0.21435,0.23051,0.23835,0.25438,0.15491,0.15705,0.097946
2413,125,1.23237228,forest,2,1_newsoil.txt,0.046232,0.058009,0.091217,0.10423,0.14361,0.20242,0.22644,0.24744,0.25653,0.2782,0.23678,0.28993,0.22411
2414,125,1.23237228,forest,2,1_newsoil.txt,0.041204,0.051476,0.083308,0.089173,0.12904,0.19782,0.2231,0.24277,0.25152,0.27165,0.21324,0.25145,0.18714
2415,125,1.23237228,forest,2,1_newsoil.txt,0.036177,0.044943,0.0754,0.07412,0.11447,0.19321,0.21976,0.23809,0.24651,0.26509,0.18971,0.21297,0.15017
2416,125,1.23237228,forest,2,1_newsoil.txt,0.031149,0.03841,0.067491,0.059066,0.099894,0.18861,0.21642,0.23342,0.2415,0.25854,0.16617,0.17449,0.1132
2417,125,1.88321708,forest,2,2_newsoil.txt,0.032864,0.041017,0.066207,0.070876,0.10197,0.15519,0.17458,0.18922,0.19576,0.21054,0.16645,0.19674,0.14835
2418,125,1.88321708,forest,2,2_newsoil.txt,0.029314,0.036294,0.061313,0.058626,0.091622,0.15765,0.17912,0.19267,0.19901,0.21239,0.1489,0.16486,0.11672
2419,125,1.88321708,forest,2,2_newsoil.txt,0.025764,0.031571,0.056419,0.046376,0.081276,0.16012,0.18366,0.19612,0.20226,0.21425,0.13136,0.13298,0.085086
2420,125,1.88321708,forest,2,2_newsoil.txt,0.022213,0.026848,0.051525,0.034126,0.07093,0.16259,0.1882,0.19958,0.20552,0.21611,0.11382,0.1011,0.053454
2421,125,1.6419611,forest,2,2_newsoil.txt,0.033268,0.041559,0.066796,0.072277,0.10324,0.15484,0.17387,0.18867,0.19523,0.21025,0.16881,0.20076,0.15198
2422,125,1.6419611,forest,2,2_newsoil.txt,0.029921,0.037106,0.062197,0.060728,0.093538,0.15713,0.17805,0.19185,0.19823,0.21196,0.15244,0.1709,0.12217
2423,125,1.6419611,forest,2,2_newsoil.txt,0.026573,0.032653,0.057597,0.049178,0.083831,0.15942,0.18223,0.19503,0.20122,0.21367,0.13608,0.14103,0.09235
2424,125,1.6419611,forest,2,2_newsoil.txt,0.023225,0.028201,0.052998,0.037629,0.074124,0.16172,0.18641,0.19821,0.20421,0.21538,0.11972,0.11116,0.062534
2425,125,1.42669978,forest,2,2_newsoil.txt,0.033708,0.042146,0.06743,0.073798,0.10461,0.15448,0.17315,0.18812,0.19472,0.20996,0.1713,0.20507,0.15592
2426,125,1.42669978,forest,2,2_newsoil.txt,0.03058,0.037987,0.063148,0.06301,0.095593,0.1566,0.17697,0.19103,0.19745,0.21153,0.15619,0.17736,0.12808
2427,125,1.42669978,forest,2,2_newsoil.txt,0.027452,0.033828,0.058866,0.052221,0.086571,0.15871,0.18079,0.19394,0.20018,0.2131,0.14107,0.14964,0.10023
2428,125,1.42669978,forest,2,2_newsoil.txt,0.024324,0.029669,0.054585,0.041432,0.07755,0.16083,0.18462,0.19684,0.20292,0.21467,0.12596,0.12193,0.072387
2429,125,1.23237228,forest,2,2_newsoil.txt,0.034181,0.042777,0.068107,0.075435,0.10607,0.15412,0.17243,0.18758,0.1942,0.20969,0.17392,0.20963,0.16016
2430,125,1.23237228,forest,2,2_newsoil.txt,0.03129,0.038935,0.064164,0.065465,0.097779,0.15605,0.17589,0.19021,0.19668,0.21112,0.16012,0.1842,0.13444
2431,125,1.23237228,forest,2,2_newsoil.txt,0.028398,0.035092,0.060221,0.055495,0.089485,0.15798,0.17935,0.19285,0.19916,0.21255,0.14631,0.15878,0.10871
2432,125,1.23237228,forest,2,2_newsoil.txt,0.025507,0.031248,0.056278,0.045525,0.081192,0.15991,0.18281,0.19548,0.20163,0.21398,0.13251,0.13335,0.082985
2433,125.698324,1.88321708,forest,2,1_newsoil.txt,0.044105,0.055347,0.088416,0.097692,0.13763,0.20085,0.22523,0.24527,0.2541,0.27459,0.2248,0.27098,0.2073
2434,125.698324,1.88321708,forest,2,1_newsoil.txt,0.038014,0.047483,0.079107,0.079372,0.12007,0.19547,0.2213,0.23952,0.24787,0.26623,0.19528,0.22303,0.16193
2435,125.698324,1.88321708,forest,2,1_newsoil.txt,0.031923,0.039619,0.069799,0.061051,0.10251,0.19008,0.21736,0.23377,0.24164,0.25787,0.16576,0.17507,0.11656
2436,125.698324,1.88321708,forest,2,1_newsoil.txt,0.025832,0.031755,0.06049,0.042731,0.08495,0.18469,0.21342,0.22801,0.23542,0.24952,0.13623,0.12712,0.07119
2437,125.698324,1.6419611,forest,2,1_newsoil.txt,0.0448,0.05625,0.089542,0.099794,0.13983,0.20175,0.22594,0.24631,0.25523,0.27613,0.22884,0.27713,0.21253
2438,125.698324,1.6419611,forest,2,1_newsoil.txt,0.039056,0.048837,0.080797,0.082524,0.12337,0.1968,0.22235,0.24108,0.24957,0.26855,0.20134,0.23225,0.16977
2439,125.698324,1.6419611,forest,2,1_newsoil.txt,0.033312,0.041425,0.072051,0.065255,0.1069,0.19186,0.21876,0.23584,0.24391,0.26096,0.17384,0.18738,0.12702
2440,125.698324,1.6419611,forest,2,1_newsoil.txt,0.027568,0.034012,0.063306,0.047985,0.090436,0.18692,0.21518,0.23061,0.23825,0.25338,0.14633,0.1425,0.08426
2441,125.698324,1.42669978,forest,2,1_newsoil.txt,0.045555,0.057229,0.090754,0.10207,0.14218,0.20266,0.22666,0.24736,0.25638,0.27769,0.23311,0.2837,0.2182
2442,125.698324,1.42669978,forest,2,1_newsoil.txt,0.040188,0.050306,0.082614,0.085945,0.12689,0.19818,0.22343,0.24266,0.25129,0.27088,0.20774,0.24211,0.17828
2443,125.698324,1.42669978,forest,2,1_newsoil.txt,0.034821,0.043384,0.074475,0.069816,0.1116,0.19369,0.2202,0.23795,0.24621,0.26408,0.18237,0.20052,0.13836
2444,125.698324,1.42669978,forest,2,1_newsoil.txt,0.029455,0.036461,0.066335,0.053687,0.096312,0.18921,0.21697,0.23324,0.24112,0.25727,0.157,0.15892,0.098437
2445,125.698324,1.23237228,forest,2,1_newsoil.txt,0.046366,0.058283,0.092047,0.10453,0.14467,0.20359,0.22738,0.24842,0.25753,0.27924,0.23757,0.29066,0.2243
2446,125.698324,1.23237228,forest,2,1_newsoil.txt,0.041406,0.051886,0.084554,0.089625,0.13063,0.19957,0.22452,0.24424,0.25302,0.27321,0.21444,0.25254,0.18743
2447,125.698324,1.23237228,forest,2,1_newsoil.txt,0.036445,0.04549,0.07706,0.074723,0.11659,0.19556,0.22165,0.24007,0.24851,0.26718,0.1913,0.21442,0.15055
2448,125.698324,1.23237228,forest,2,1_newsoil.txt,0.031484,0.039094,0.069567,0.05982,0.10255,0.19154,0.21879,0.23589,0.244,0.26115,0.16816,0.17631,0.11368
2449,125.698324,1.88321708,forest,2,2_newsoil.txt,0.033026,0.041344,0.067181,0.071224,0.10316,0.15657,0.1757,0.19036,0.19691,0.21172,0.16725,0.19741,0.14853
2450,125.698324,1.88321708,forest,2,2_newsoil.txt,0.029556,0.036784,0.062775,0.059148,0.093414,0.15972,0.18079,0.19438,0.20073,0.21416,0.15011,0.16586,0.11699
2451,125.698324,1.88321708,forest,2,2_newsoil.txt,0.026087,0.032224,0.058369,0.047071,0.083666,0.16288,0.18588,0.1984,0.20456,0.21661,0.13296,0.13432,0.085454
2452,125.698324,1.88321708,forest,2,2_newsoil.txt,0.022618,0.027664,0.053962,0.034995,0.073917,0.16603,0.19098,0.20243,0.20839,0.21906,0.11582,0.10277,0.053914
2453,125.698324,1.6419611,forest,2,2_newsoil.txt,0.033421,0.041867,0.067717,0.072608,0.10438,0.1561,0.17488,0.1897,0.19627,0.21131,0.16957,0.20142,0.15216
2454,125.698324,1.6419611,forest,2,2_newsoil.txt,0.03015,0.037569,0.063579,0.061224,0.095238,0.15903,0.17956,0.19339,0.19978,0.21355,0.15359,0.17188,0.12244
2455,125.698324,1.6419611,forest,2,2_newsoil.txt,0.026879,0.033271,0.05944,0.04984,0.086098,0.16195,0.18424,0.19709,0.2033,0.2158,0.13761,0.14234,0.09271
2456,125.698324,1.6419611,forest,2,2_newsoil.txt,0.023607,0.028973,0.055302,0.038456,0.076958,0.16487,0.18893,0.20078,0.20681,0.21804,0.12163,0.1128,0.062984
2457,125.698324,1.42669978,forest,2,2_newsoil.txt,0.033851,0.042435,0.068293,0.074111,0.10568,0.15563,0.17405,0.18905,0.19565,0.21092,0.17203,0.2057,0.1561
2458,125.698324,1.42669978,forest,2,2_newsoil.txt,0.030795,0.038421,0.064443,0.063478,0.097192,0.15832,0.17833,0.19242,0.19885,0.21297,0.15728,0.17831,0.12834
2459,125.698324,1.42669978,forest,2,2_newsoil.txt,0.027738,0.034407,0.060592,0.052845,0.088703,0.161,0.1826,0.19578,0.20204,0.21501,0.14253,0.15091,0.10058
2460,125.698324,1.42669978,forest,2,2_newsoil.txt,0.024682,0.030393,0.056742,0.042212,0.080215,0.16369,0.18687,0.19915,0.20524,0.21706,0.12778,0.12352,0.072824
2461,125.698324,1.23237228,forest,2,2_newsoil.txt,0.034314,0.043046,0.068907,0.075727,0.10706,0.15515,0.17323,0.1884,0.19503,0.21054,0.1746,0.21024,0.16033
2462,125.698324,1.23237228,forest,2,2_newsoil.txt,0.031489,0.039337,0.065364,0.065902,0.099266,0.15759,0.17709,0.19144,0.19792,0.21239,0.16114,0.18512,0.13469
2463,125.698324,1.23237228,forest,2,2_newsoil.txt,0.028664,0.035629,0.061821,0.056077,0.091469,0.16004,0.18095,0.19449,0.20081,0.21425,0.14767,0.15999,0.10905
2464,125.698324,1.23237228,forest,2,2_newsoil.txt,0.025838,0.03192,0.058277,0.046252,0.083671,0.16248,0.18481,0.19753,0.2037,0.2161,0.13421,0.13487,0.083405
2465,126.5957447,1.88321708,forest,2,1_newsoil.txt,0.038652,0.047465,0.073645,0.083049,0.11582,0.2012,0.24238,0.26146,0.27,0.28938,0.22413,0.25659,0.18412
2466,126.5957447,1.88321708,forest,2,1_newsoil.txt,0.031164,0.037338,0.059444,0.06058,0.091318,0.19989,0.25078,0.26784,0.27586,0.29283,0.19987,0.20907,0.13399
2467,126.5957447,1.88321708,forest,2,1_newsoil.txt,0.024939,0.028805,0.04761,0.041122,0.070586,0.20229,0.26276,0.27807,0.28566,0.30047,0.18092,0.16878,0.090357
2468,126.5957447,1.88321708,forest,2,1_newsoil.txt,0.02104,0.023203,0.040133,0.027208,0.056789,0.21151,0.28132,0.29536,0.3027,0.31583,0.17174,0.14182,0.058676
2469,126.5957447,1.6419611,forest,2,1_newsoil.txt,0.039428,0.048499,0.075172,0.085249,0.11849,0.20197,0.24154,0.26095,0.26957,0.28938,0.22794,0.26295,0.18937
2470,126.5957447,1.6419611,forest,2,1_newsoil.txt,0.032233,0.038768,0.06155,0.06365,0.095017,0.20067,0.24914,0.26667,0.27479,0.29236,0.20507,0.21794,0.14136
2471,126.5957447,1.6419611,forest,2,1_newsoil.txt,0.026211,0.030515,0.050121,0.044847,0.075034,0.20273,0.25996,0.27583,0.28354,0.29909,0.18702,0.17953,0.099341
2472,126.5957447,1.6419611,forest,2,1_newsoil.txt,0.022346,0.024984,0.042728,0.031188,0.061461,0.21096,0.27669,0.29132,0.29877,0.31272,0.17785,0.15327,0.068369
2473,126.5957447,1.42669978,forest,2,1_newsoil.txt,0.04031,0.049674,0.076896,0.087762,0.12149,0.20274,0.24069,0.26045,0.26915,0.28939,0.23199,0.26989,0.19532
2474,126.5957447,1.42669978,forest,2,1_newsoil.txt,0.033457,0.040406,0.063947,0.067185,0.099215,0.20147,0.2475,0.26551,0.27375,0.29193,0.21064,0.22767,0.14975
2475,126.5957447,1.42669978,forest,2,1_newsoil.txt,0.027684,0.032499,0.053012,0.049179,0.080135,0.20321,0.25717,0.27364,0.28148,0.29781,0.19364,0.19143,0.10967
2476,126.5957447,1.42669978,forest,2,1_newsoil.txt,0.023896,0.027095,0.045784,0.035906,0.06693,0.2105,0.27213,0.28741,0.29499,0.30981,0.18463,0.16617,0.079713
2477,126.5957447,1.23237228,forest,2,1_newsoil.txt,0.041302,0.050998,0.078824,0.090605,0.12484,0.20352,0.23983,0.25995,0.26874,0.28942,0.23628,0.27737,0.20198
2478,126.5957447,1.23237228,forest,2,1_newsoil.txt,0.034844,0.042264,0.066646,0.071206,0.10392,0.20229,0.24586,0.26438,0.27274,0.29157,0.21658,0.23824,0.15919
2479,126.5957447,1.23237228,forest,2,1_newsoil.txt,0.029368,0.034768,0.056298,0.05415,0.085909,0.20374,0.25443,0.27152,0.27952,0.29664,0.20075,0.20444,0.12139
2480,126.5957447,1.23237228,forest,2,1_newsoil.txt,0.025702,0.029553,0.049319,0.041403,0.073222,0.21013,0.26766,0.28364,0.29138,0.3071,0.19205,0.18048,0.09276
2481,126.5957447,1.88321708,forest,2,2_newsoil.txt,0.029261,0.035603,0.055683,0.060632,0.086658,0.16215,0.19717,0.21119,0.21757,0.23158,0.1731,0.19203,0.13378
2482,126.5957447,1.88321708,forest,2,2_newsoil.txt,0.024855,0.029365,0.047298,0.045512,0.071479,0.1709,0.21574,0.22859,0.23477,0.24721,0.1629,0.16326,0.099728
2483,126.5957447,1.88321708,forest,2,2_newsoil.txt,0.021346,0.024257,0.040596,0.032532,0.05898,0.18233,0.23692,0.2488,0.25485,0.26594,0.15651,0.13967,0.070294
2484,126.5957447,1.88321708,forest,2,2_newsoil.txt,0.019487,0.021233,0.036988,0.023489,0.05141,0.19866,0.26289,0.27418,0.28025,0.29036,0.15714,0.12563,0.049359
2485,126.5957447,1.6419611,forest,2,2_newsoil.txt,0.029746,0.036266,0.056634,0.06213,0.088365,0.16141,0.19461,0.20878,0.21516,0.22939,0.17493,0.19596,0.13738
2486,126.5957447,1.6419611,forest,2,2_newsoil.txt,0.025513,0.030273,0.048594,0.047598,0.073828,0.16953,0.21164,0.22468,0.23085,0.2436,0.16529,0.16868,0.10475
2487,126.5957447,1.6419611,forest,2,2_newsoil.txt,0.022113,0.02533,0.042113,0.035051,0.061768,0.18007,0.23101,0.24311,0.24913,0.26059,0.15912,0.14615,0.076398
2488,126.5957447,1.6419611,forest,2,2_newsoil.txt,0.020246,0.02232,0.038499,0.026158,0.054266,0.19507,0.25471,0.2662,0.2722,0.2827,0.15934,0.13233,0.055902
2489,126.5957447,1.42669978,forest,2,2_newsoil.txt,0.030292,0.037016,0.057701,0.063841,0.090281,0.16059,0.192,0.20633,0.21272,0.22719,0.17687,0.20023,0.14144
2490,126.5957447,1.42669978,forest,2,2_newsoil.txt,0.026262,0.03131,0.050061,0.049996,0.076484,0.16805,0.20746,0.22072,0.2269,0.23999,0.16784,0.17462,0.11047
2491,126.5957447,1.42669978,forest,2,2_newsoil.txt,0.022999,0.02657,0.043852,0.037978,0.064958,0.17769,0.22503,0.23738,0.2434,0.25527,0.16195,0.15331,0.083416
2492,126.5957447,1.42669978,forest,2,2_newsoil.txt,0.021146,0.023608,0.040277,0.029322,0.057611,0.19134,0.24647,0.25821,0.26418,0.27512,0.16183,0.1399,0.063561
2493,126.5957447,1.23237228,forest,2,2_newsoil.txt,0.030902,0.037858,0.058889,0.065772,0.09241,0.15971,0.18936,0.20386,0.21027,0.22501,0.17891,0.20484,0.14598
2494,126.5957447,1.23237228,forest,2,2_newsoil.txt,0.027106,0.032482,0.051706,0.052721,0.079456,0.16648,0.20325,0.21675,0.22296,0.23641,0.17055,0.18107,0.1169
2495,126.5957447,1.23237228,forest,2,2_newsoil.txt,0.024008,0.027986,0.045824,0.041334,0.068563,0.1752,0.21901,0.23166,0.2377,0.25001,0.16499,0.16115,0.091373
2496,126.5957447,1.23237228,forest,2,2_newsoil.txt,0.022195,0.025109,0.042336,0.033009,0.061462,0.1875,0.23821,0.25025,0.25623,0.26766,0.16459,0.14832,0.072374
2497,127.2727273,1.88321708,forest,2,1_newsoil.txt,0.044347,0.056355,0.095083,0.096264,0.14536,0.23777,0.27064,0.29043,0.2991,0.31931,0.26152,0.29918,0.21392
2498,127.2727273,1.88321708,forest,2,1_newsoil.txt,0.038377,0.048994,0.089107,0.07723,0.13166,0.25084,0.2894,0.30726,0.31538,0.33331,0.25036,0.26532,0.17186
2499,127.2727273,1.88321708,forest,2,1_newsoil.txt,0.032406,0.041634,0.083131,0.058195,0.11796,0.26391,0.30817,0.32409,0.33165,0.34732,0.23919,0.23146,0.1298
2500,127.2727273,1.88321708,forest,2,1_newsoil.txt,0.026436,0.034274,0.077156,0.039161,0.10426,0.27698,0.32693,0.34092,0.34793,0.36132,0.22803,0.19761,0.087734
2501,127.2727273,1.6419611,forest,2,1_newsoil.txt,0.044809,0.056935,0.095606,0.097769,0.14664,0.2354,0.26693,0.28697,0.29568,0.31623,0.26282,0.30323,0.21778
2502,127.2727273,1.6419611,forest,2,1_newsoil.txt,0.03907,0.049865,0.089892,0.079487,0.13358,0.24728,0.28384,0.30206,0.31025,0.32869,0.2523,0.27139,0.17765
2503,127.2727273,1.6419611,forest,2,1_newsoil.txt,0.03333,0.042795,0.084179,0.061205,0.12052,0.25917,0.30074,0.31716,0.32482,0.34115,0.24179,0.23956,0.13752
2504,127.2727273,1.6419611,forest,2,1_newsoil.txt,0.027591,0.035724,0.078465,0.042923,0.10746,0.27105,0.31765,0.33225,0.33939,0.35361,0.23128,0.20773,0.097388
